,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,Year
4627,Precipitation Amount,February,Cork Airport,Millimetres,79.5,1992
4628,Precipitation Amount,February,Casement,Millimetres,34.2,1992
4629,Precipitation Amount,February,Phoenix Park,Millimetres,,1992
4630,Precipitation Amount,February,Roches Point,Millimetres,,1992
4631,Precipitation Amount,February,Markree,Millimetres,,1992
4632,Precipitation Amount,March,Malin Head,Millimetres,149.1,1992
4633,Precipitation Amount,March,Claremorris,Millimetres,156.4,1992
4634,Precipitation Amount,March,Valentia Observatory,Millimetres,134.2,1992
4635,Precipitation Amount,March,Belmullet,Millimetres,130.3,1992
4636,Precipitation Amount,March,Shannon Airport,Millimetres,105.6,1992
4637,Precipitation Amount,March,Dublin Airport,Millimetres,65.1,1992
4638,Precipitation Amount,March,Mullingar,Millimetres,90.8,1992
4639,Precipitation Amount,March,Cork Airport,Millimetres,64.8,1992
4640,Precipitation Amount,March,Casement,Millimetres,63.6,1992
4641,Precipitation Amount,March,Phoenix Park,Millimetres,,1992
4642,Precipitation Amount,March,Roches Point,Millimetres,,1992
4643,Precipitation Amount,March,Markree,Millimetres,,1992
4644,Precipitation Amount,April,Malin Head,Millimetres,101.8,1992
4645,Precipitation Amount,April,Claremorris,Millimetres,97.4,1992
4646,Precipitation Amount,April,Valentia Observatory,Millimetres,174.3,1992
4647,Precipitation Amount,April,Belmullet,Millimetres,95.0,1992
4648,Precipitation Amount,April,Shannon Airport,Millimetres,76.6,1992
4649,Precipitation Amount,April,Dublin Airport,Millimetres,70.3,1992
4650,Precipitation Amount,April,Mullingar,Millimetres,94.0,1992
4651,Precipitation Amount,April,Cork Airport,Millimetres,101.9,1992
4652,Precipitation Amount,April,Casement,Millimetres,78.0,1992
4653,Precipitation Amount,April,Phoenix Park,Millimetres,,1992
4654,Precipitation Amount,April,Roches Point,Millimetres,,1992
4655,Precipitation Amount,April,Markree,Millimetres,,1992
4656,Precipitation Amount,May,Malin Head,Millimetres,45.9,1992
4657,Precipitation Amount,May,Claremorris,Millimetres,62.9,1992
4658,Precipitation Amount,May,Valentia Observatory,Millimetres,69.2,1992
4659,Precipitation Amount,May,Belmullet,Millimetres,43.8,1992
4660,Precipitation Amount,May,Shannon Airport,Millimetres,35.2,1992
4661,Precipitation Amount,May,Dublin Airport,Millimetres,39.5,1992
4662,Precipitation Amount,May,Mullingar,Millimetres,58.7,1992
4663,Precipitation Amount,May,Cork Airport,Millimetres,98.7,1992
4664,Precipitation Amount,May,Casement,Millimetres,38.3,1992
4665,Precipitation Amount,May,Phoenix Park,Millimetres,,1992
4666,Precipitation Amount,May,Roches Point,Millimetres,,1992
4667,Precipitation Amount,May,Markree,Millimetres,,1992
4668,Precipitation Amount,June,Malin Head,Millimetres,53.5,1992
4669,Precipitation Amount,June,Claremorris,Millimetres,22.8,1992
4670,Precipitation Amount,June,Valentia Observatory,Millimetres,41.9,1992
4671,Precipitation Amount,June,Belmullet,Millimetres,38.2,1992
4672,Precipitation Amount,June,Shannon Airport,Millimetres,28.5,1992
4673,Precipitation Amount,June,Dublin Airport,Millimetres,37.4,1992
4674,Precipitation Amount,June,Mullingar,Millimetres,19.7,1992
4675,Precipitation Amount,June,Cork Airport,Millimetres,26.4,1992
4676,Precipitation Amount,June,Casement,Millimetres,29.3,1992
4677,Precipitation Amount,June,Phoenix Park,Millimetres,,1992
4678,Precipitation Amount,June,Roches Point,Millimetres,,1992
4679,Precipitation Amount,June,Markree,Millimetres,,1992
4680,Precipitation Amount,July,Malin Head,Millimetres,80.2,1992
4681,Precipitation Amount,July,Claremorris,Millimetres,124.7,1992
4682,Precipitation Amount,July,Valentia Observatory,Millimetres,138.9,1992
4683,Precipitation Amount,July,Belmullet,Millimetres,117.2,1992
4684,Precipitation Amount,July,Shannon Airport,Millimetres,68.8,1992
4685,Precipitation Amount,July,Dublin Airport,Millimetres,69.9,1992
4686,Precipitation Amount,July,Mullingar,Millimetres,96.4,1992
4687,Precipitation Amount,July,Cork Airport,Millimetres,119.8,1992
4688,Precipitation Amount,July,Casement,Millimetres,62.6,1992
4689,Precipitation Amount,July,Phoenix Park,Millimetres,,1992
4690,Precipitation Amount,July,Roches Point,Millimetres,,1992
4691,Precipitation Amount,July,Markree,Millimetres,,1992
4692,Precipitation Amount,August,Malin Head,Millimetres,174.4,1992
4693,Precipitation Amount,August,Claremorris,Millimetres,192.1,1992
4694,Precipitation Amount,August,Valentia Observatory,Millimetres,185.4,1992
4695,Precipitation Amount,August,Belmullet,Millimetres,235.3,1992
4696,Precipitation Amount,August,Shannon Airport,Millimetres,154.4,1992
4697,Precipitation Amount,August,Dublin Airport,Millimetres,85.3,1992
4698,Precipitation Amount,August,Mullingar,Millimetres,116.8,1992
4699,Precipitation Amount,August,Cork Airport,Millimetres,116.0,1992
4700,Precipitation Amount,August,Casement,Millimetres,68.0,1992
4701,Precipitation Amount,August,Phoenix Park,Millimetres,,1992
4702,Precipitation Amount,August,Roches Point,Millimetres,,1992
4703,Precipitation Amount,August,Markree,Millimetres,,1992
4704,Precipitation Amount,September,Malin Head,Millimetres,86.2,1992
4705,Precipitation Amount,September,Claremorris,Millimetres,83.0,1992
4706,Precipitation Amount,September,Valentia Observatory,Millimetres,120.7,1992
4707,Precipitation Amount,September,Belmullet,Millimetres,142.5,1992
4708,Precipitation Amount,September,Shannon Airport,Millimetres,77.1,1992
4709,Precipitation Amount,September,Dublin Airport,Millimetres,64.2,1992
4710,Precipitation Amount,September,Mullingar,Millimetres,82.7,1992
4711,Precipitation Amount,September,Cork Airport,Millimetres,110.2,1992
4712,Precipitation Amount,September,Casement,Millimetres,64.2,1992
4713,Precipitation Amount,September,Phoenix Park,Millimetres,,1992
4714,Precipitation Amount,September,Roches Point,Millimetres,,1992
4715,Precipitation Amount,September,Markree,Millimetres,,1992
4716,Precipitation Amount,October,Malin Head,Millimetres,108.0,1992
4717,Precipitation Amount,October,Claremorris,Millimetres,80.3,1992
4718,Precipitation Amount,October,Valentia Observatory,Millimetres,84.3,1992
4719,Precipitation Amount,October,Belmullet,Millimetres,140.9,1992
4720,Precipitation Amount,October,Shannon Airport,Millimetres,60.4,1992
4721,Precipitation Amount,October,Dublin Airport,Millimetres,29.7,1992
4722,Precipitation Amount,October,Mullingar,Millimetres,41.0,1992
4723,Precipitation Amount,October,Cork Airport,Millimetres,30.1,1992
4724,Precipitation Amount,October,Casement,Millimetres,28.6,1992
4725,Precipitation Amount,October,Phoenix Park,Millimetres,,1992
4726,Precipitation Amount,October,Roches Point,Millimetres,,1992
4727,Precipitation Amount,October,Markree,Millimetres,,1992
4728,Precipitation Amount,November,Malin Head,Millimetres,165.3,1992
4729,Precipitation Amount,November,Claremorris,Millimetres,162.2,1992
4730,Precipitation Amount,November,Valentia Observatory,Millimetres,132.7,1992
4731,Precipitation Amount,November,Belmullet,Millimetres,175.7,1992
4732,Precipitation Amount,November,Shannon Airport,Millimetres,99.9,1992
4733,Precipitation Amount,November,Dublin Airport,Millimetres,64.1,1992
4734,Precipitation Amount,November,Mullingar,Millimetres,114.7,1992
4735,Precipitation Amount,November,Cork Airport,Millimetres,138.1,1992
4736,Precipitation Amount,November,Casement,Millimetres,60.4,1992
4737,Precipitation Amount,November,Phoenix Park,Millimetres,,1992
4738,Precipitation Amount,November,Roches Point,Millimetres,,1992
4739,Precipitation Amount,November,Markree,Millimetres,,1992
4740,Precipitation Amount,December,Malin Head,Millimetres,116.7,1992
4741,Precipitation Amount,December,Claremorris,Millimetres,103.3,1992
4742,Precipitation Amount,December,Valentia Observatory,Millimetres,116.2,1992
4743,Precipitation Amount,December,Belmullet,Millimetres,117.1,1992
4744,Precipitation Amount,December,Shannon Airport,Millimetres,88.7,1992
4745,Precipitation Amount,December,Dublin Airport,Millimetres,41.6,1992
4746,Precipitation Amount,December,Mullingar,Millimetres,67.6,1992
4747,Precipitation Amount,December,Cork Airport,Millimetres,92.3,1992
4748,Precipitation Amount,December,Casement,Millimetres,48.0,1992
4749,Precipitation Amount,December,Phoenix Park,Millimetres,,1992
4750,Precipitation Amount,December,Roches Point,Millimetres,,1992
4751,Precipitation Amount,December,Markree,Millimetres,,1992
4752,Precipitation Amount,January,Malin Head,Millimetres,162.3,1993
4753,Precipitation Amount,January,Claremorris,Millimetres,203.5,1993
4754,Precipitation Amount,January,Valentia Observatory,Millimetres,171.9,1993
4755,Precipitation Amount,January,Belmullet,Millimetres,228.4,1993
4756,Precipitation Amount,January,Shannon Airport,Millimetres,88.1,1993
4757,Precipitation Amount,January,Dublin Airport,Millimetres,57.9,1993
4758,Precipitation Amount,January,Mullingar,Millimetres,111.2,1993
4759,Precipitation Amount,January,Cork Airport,Millimetres,169.1,1993
4760,Precipitation Amount,January,Casement,Millimetres,88.8,1993
4761,Precipitation Amount,January,Phoenix Park,Millimetres,,1993
4762,Precipitation Amount,January,Roches Point,Millimetres,,1993
4763,Precipitation Amount,January,Markree,Millimetres,,1993
4764,Precipitation Amount,February,Malin Head,Millimetres,33.5,1993
4765,Precipitation Amount,February,Claremorris,Millimetres,36.3,1993
4766,Precipitation Amount,February,Valentia Observatory,Millimetres,51.1,1993
4767,Precipitation Amount,February,Belmullet,Millimetres,31.5,1993
4768,Precipitation Amount,February,Shannon Airport,Millimetres,16.5,1993
4769,Precipitation Amount,February,Dublin Airport,Millimetres,19.5,1993
4770,Precipitation Amount,February,Mullingar,Millimetres,16.7,1993
4771,Precipitation Amount,February,Cork Airport,Millimetres,20.8,1993
4772,Precipitation Amount,February,Casement,Millimetres,16.3,1993
4773,Precipitation Amount,February,Phoenix Park,Millimetres,,1993
4774,Precipitation Amount,February,Roches Point,Millimetres,,1993
4775,Precipitation Amount,February,Markree,Millimetres,,1993
4776,Precipitation Amount,March,Malin Head,Millimetres,63.3,1993
4777,Precipitation Amount,March,Claremorris,Millimetres,64.1,1993
4778,Precipitation Amount,March,Valentia Observatory,Millimetres,118.7,1993
4779,Precipitation Amount,March,Belmullet,Millimetres,82.5,1993
4780,Precipitation Amount,March,Shannon Airport,Millimetres,48.7,1993
4781,Precipitation Amount,March,Dublin Airport,Millimetres,26.2,1993
4782,Precipitation Amount,March,Mullingar,Millimetres,47.2,1993
4783,Precipitation Amount,March,Cork Airport,Millimetres,74.9,1993
4784,Precipitation Amount,March,Casement,Millimetres,33.4,1993
4785,Precipitation Amount,March,Phoenix Park,Millimetres,,1993
4786,Precipitation Amount,March,Roches Point,Millimetres,,1993
4787,Precipitation Amount,March,Markree,Millimetres,,1993
4788,Precipitation Amount,April,Malin Head,Millimetres,124.5,1993
4789,Precipitation Amount,April,Claremorris,Millimetres,87.1,1993
4790,Precipitation Amount,April,Valentia Observatory,Millimetres,87.9,1993
4791,Precipitation Amount,April,Belmullet,Millimetres,97.7,1993
4792,Precipitation Amount,April,Shannon Airport,Millimetres,84.9,1993
4793,Precipitation Amount,April,Dublin Airport,Millimetres,48.7,1993
4794,Precipitation Amount,April,Mullingar,Millimetres,107.9,1993
4795,Precipitation Amount,April,Cork Airport,Millimetres,109.5,1993
4796,Precipitation Amount,April,Casement,Millimetres,57.6,1993
4797,Precipitation Amount,April,Phoenix Park,Millimetres,,1993
4798,Precipitation Amount,April,Roches Point,Millimetres,,1993
4799,Precipitation Amount,April,Markree,Millimetres,,1993
4800,Precipitation Amount,May,Malin Head,Millimetres,52.9,1993
4801,Precipitation Amount,May,Claremorris,Millimetres,118.1,1993
4802,Precipitation Amount,May,Valentia Observatory,Millimetres,90.8,1993
4803,Precipitation Amount,May,Belmullet,Millimetres,99.4,1993
4804,Precipitation Amount,May,Shannon Airport,Millimetres,90.0,1993
4805,Precipitation Amount,May,Dublin Airport,Millimetres,149.7,1993
4806,Precipitation Amount,May,Mullingar,Millimetres,97.4,1993
4807,Precipitation Amount,May,Cork Airport,Millimetres,151.8,1993
4808,Precipitation Amount,May,Casement,Millimetres,129.8,1993
4809,Precipitation Amount,May,Phoenix Park,Millimetres,,1993
4810,Precipitation Amount,May,Roches Point,Millimetres,,1993
4811,Precipitation Amount,May,Markree,Millimetres,,1993
4812,Precipitation Amount,June,Malin Head,Millimetres,69.3,1993
4813,Precipitation Amount,June,Claremorris,Millimetres,104.9,1993
4814,Precipitation Amount,June,Valentia Observatory,Millimetres,82.6,1993
4815,Precipitation Amount,June,Belmullet,Millimetres,74.4,1993
4816,Precipitation Amount,June,Shannon Airport,Millimetres,74.0,1993
4817,Precipitation Amount,June,Dublin Airport,Millimetres,148.3,1993
4818,Precipitation Amount,June,Mullingar,Millimetres,136.5,1993
4819,Precipitation Amount,June,Cork Airport,Millimetres,105.8,1993
4820,Precipitation Amount,June,Casement,Millimetres,167.7,1993
4821,Precipitation Amount,June,Phoenix Park,Millimetres,,1993
4822,Precipitation Amount,June,Roches Point,Millimetres,,1993
4823,Precipitation Amount,June,Markree,Millimetres,,1993
4824,Precipitation Amount,July,Malin Head,Millimetres,99.2,1993
4825,Precipitation Amount,July,Claremorris,Millimetres,70.2,1993
4826,Precipitation Amount,July,Valentia Observatory,Millimetres,134.5,1993
4827,Precipitation Amount,July,Belmullet,Millimetres,60.6,1993
4828,Precipitation Amount,July,Shannon Airport,Millimetres,68.2,1993
4829,Precipitation Amount,July,Dublin Airport,Millimetres,60.1,1993
4830,Precipitation Amount,July,Mullingar,Millimetres,77.3,1993
4831,Precipitation Amount,July,Cork Airport,Millimetres,90.5,1993
4832,Precipitation Amount,July,Casement,Millimetres,76.8,1993
4833,Precipitation Amount,July,Phoenix Park,Millimetres,,1993
4834,Precipitation Amount,July,Roches Point,Millimetres,,1993
4835,Precipitation Amount,July,Markree,Millimetres,,1993
4836,Precipitation Amount,August,Malin Head,Millimetres,55.8,1993
4837,Precipitation Amount,August,Claremorris,Millimetres,52.3,1993
4838,Precipitation Amount,August,Valentia Observatory,Millimetres,43.6,1993
4839,Precipitation Amount,August,Belmullet,Millimetres,58.2,1993
4840,Precipitation Amount,August,Shannon Airport,Millimetres,53.1,1993
4841,Precipitation Amount,August,Dublin Airport,Millimetres,36.8,1993
4842,Precipitation Amount,August,Mullingar,Millimetres,43.0,1993
4843,Precipitation Amount,August,Cork Airport,Millimetres,27.5,1993
4844,Precipitation Amount,August,Casement,Millimetres,37.8,1993
4845,Precipitation Amount,August,Phoenix Park,Millimetres,,1993
4846,Precipitation Amount,August,Roches Point,Millimetres,,1993
4847,Precipitation Amount,August,Markree,Millimetres,,1993
4848,Precipitation Amount,September,Malin Head,Millimetres,80.7,1993
4849,Precipitation Amount,September,Claremorris,Millimetres,79.3,1993
4850,Precipitation Amount,September,Valentia Observatory,Millimetres,182.7,1993
4851,Precipitation Amount,September,Belmullet,Millimetres,70.7,1993
4852,Precipitation Amount,September,Shannon Airport,Millimetres,108.4,1993
4853,Precipitation Amount,September,Dublin Airport,Millimetres,90.0,1993
4854,Precipitation Amount,September,Mullingar,Millimetres,86.4,1993
4855,Precipitation Amount,September,Cork Airport,Millimetres,198.9,1993
4856,Precipitation Amount,September,Casement,Millimetres,85.8,1993
4857,Precipitation Amount,September,Phoenix Park,Millimetres,,1993
4858,Precipitation Amount,September,Roches Point,Millimetres,,1993
4859,Precipitation Amount,September,Markree,Millimetres,,1993
4860,Precipitation Amount,October,Malin Head,Millimetres,38.4,1993
4861,Precipitation Amount,October,Claremorris,Millimetres,43.1,1993
4862,Precipitation Amount,October,Valentia Observatory,Millimetres,95.5,1993
4863,Precipitation Amount,October,Belmullet,Millimetres,57.3,1993
4864,Precipitation Amount,October,Shannon Airport,Millimetres,48.5,1993
4865,Precipitation Amount,October,Dublin Airport,Millimetres,86.5,1993
4866,Precipitation Amount,October,Mullingar,Millimetres,78.2,1993
4867,Precipitation Amount,October,Cork Airport,Millimetres,57.6,1993
4868,Precipitation Amount,October,Casement,Millimetres,78.0,1993
4869,Precipitation Amount,October,Phoenix Park,Millimetres,,1993
4870,Precipitation Amount,October,Roches Point,Millimetres,,1993
4871,Precipitation Amount,October,Markree,Millimetres,,1993
4872,Precipitation Amount,November,Malin Head,Millimetres,61.6,1993
4873,Precipitation Amount,November,Claremorris,Millimetres,91.5,1993
